sample	haplo_Skov	chrom	start	end	count_across_all_reg	ovrlp_across_all_reg	chr_st_end	total_overlap	total_in_reg
191121_FD09254795	191121_FD09254795_hap1	chr1	88997000	89315000	239	166	chr1.88997360.89166435	18	21
191121_FD09254795	191121_FD09254795_hap1	chr1	88997000	89315000	239	166	chr1.89054418.89202534	122	122
191121_FD09254795	191121_FD09254795_hap1	chr1	88997000	89315000	239	166	chr1.89262527.89278128	8	8
191121_FD09254795	191121_FD09254795_hap1	chr1	88997000	89315000	239	166	chr1.89275364.89314715	18	19
191121_FD09254818	191121_FD09254818_hap2	chr1	88997000	89315000	251	170	chr1.88997360.89166435	21	21
191121_FD09254818	191121_FD09254818_hap2	chr1	88997000	89315000	251	170	chr1.89054418.89202534	122	122
191121_FD09254818	191121_FD09254818_hap2	chr1	88997000	89315000	251	170	chr1.89262527.89278128	8	8
191121_FD09254818	191121_FD09254818_hap2	chr1	88997000	89315000	251	170	chr1.89275364.89314715	19	19
O517_DA_C001KL7	O517_DA_C001KL7_hap1	chr1	88997000	89315000	255	170	chr1.88997360.89166435	21	21
O517_DA_C001KL7	O517_DA_C001KL7_hap1	chr1	88997000	89315000	255	170	chr1.89054418.89202534	122	122
O517_DA_C001KL7	O517_DA_C001KL7_hap1	chr1	88997000	89315000	255	170	chr1.89262527.89278128	8	8
O517_DA_C001KL7	O517_DA_C001KL7_hap1	chr1	88997000	89315000	255	170	chr1.89275364.89314715	19	19
O517_DA_C001KLD	O517_DA_C001KLD_hap1	chr1	88997000	89315000	249	165	chr1.88997360.89166435	20	21
O517_DA_C001KLD	O517_DA_C001KLD_hap1	chr1	88997000	89315000	249	165	chr1.89054418.89202534	119	122
O517_DA_C001KLD	O517_DA_C001KLD_hap1	chr1	88997000	89315000	249	165	chr1.89262527.89278128	8	8
O517_DA_C001KLD	O517_DA_C001KLD_hap1	chr1	88997000	89315000	249	165	chr1.89275364.89314715	18	19
O517_DA_C001KLG	O517_DA_C001KLG_hap2	chr1	88997000	89315000	250	166	chr1.88997360.89166435	21	21
O517_DA_C001KLG	O517_DA_C001KLG_hap2	chr1	88997000	89315000	250	166	chr1.89054418.89202534	118	122
O517_DA_C001KLG	O517_DA_C001KLG_hap2	chr1	88997000	89315000	250	166	chr1.89262527.89278128	8	8
O517_DA_C001KLG	O517_DA_C001KLG_hap2	chr1	88997000	89315000	250	166	chr1.89275364.89314715	19	19
O517_DA_C001KLI	O517_DA_C001KLI_hap2	chr1	88997000	89315000	236	160	chr1.88997360.89166435	20	21
O517_DA_C001KLI	O517_DA_C001KLI_hap2	chr1	88997000	89315000	236	160	chr1.89054418.89202534	114	122
O517_DA_C001KLI	O517_DA_C001KLI_hap2	chr1	88997000	89315000	236	160	chr1.89262527.89278128	8	8
O517_DA_C001KLI	O517_DA_C001KLI_hap2	chr1	88997000	89315000	236	160	chr1.89275364.89314715	18	19
O517_DA_C001KLT	O517_DA_C001KLT_hap1	chr1	88997000	89315000	260	173	chr1.88997360.89166435	21	21
O517_DA_C001KLT	O517_DA_C001KLT_hap1	chr1	88997000	89315000	260	173	chr1.89001575.89177957	3	5
O517_DA_C001KLT	O517_DA_C001KLT_hap1	chr1	88997000	89315000	260	173	chr1.89054418.89202534	122	122
O517_DA_C001KLT	O517_DA_C001KLT_hap1	chr1	88997000	89315000	260	173	chr1.89262527.89278128	8	8
O517_DA_C001KLT	O517_DA_C001KLT_hap1	chr1	88997000	89315000	260	173	chr1.89275364.89314715	19	19
O517_DA_C001KLU	O517_DA_C001KLU_hap1	chr1	88997000	89315000	250	170	chr1.88997360.89166435	21	21
O517_DA_C001KLU	O517_DA_C001KLU_hap1	chr1	88997000	89315000	250	170	chr1.89054418.89202534	122	122
O517_DA_C001KLU	O517_DA_C001KLU_hap1	chr1	88997000	89315000	250	170	chr1.89262527.89278128	8	8
O517_DA_C001KLU	O517_DA_C001KLU_hap1	chr1	88997000	89315000	250	170	chr1.89275364.89314715	19	19
O517_DA_C001KLY	O517_DA_C001KLY_hap2	chr1	88997000	89315000	254	170	chr1.88997360.89166435	21	21
O517_DA_C001KLY	O517_DA_C001KLY_hap2	chr1	88997000	89315000	254	170	chr1.89054418.89202534	122	122
O517_DA_C001KLY	O517_DA_C001KLY_hap2	chr1	88997000	89315000	254	170	chr1.89262527.89278128	8	8
O517_DA_C001KLY	O517_DA_C001KLY_hap2	chr1	88997000	89315000	254	170	chr1.89275364.89314715	19	19
O517_DA_C001KN9	O517_DA_C001KN9_hap2	chr1	88997000	89315000	247	169	chr1.88997360.89166435	21	21
O517_DA_C001KN9	O517_DA_C001KN9_hap2	chr1	88997000	89315000	247	169	chr1.89054418.89202534	122	122
O517_DA_C001KN9	O517_DA_C001KN9_hap2	chr1	88997000	89315000	247	169	chr1.89262527.89278128	8	8
O517_DA_C001KN9	O517_DA_C001KN9_hap2	chr1	88997000	89315000	247	169	chr1.89275364.89314715	18	19
O517_DA_C001PIT	O517_DA_C001PIT_hap1	chr1	88997000	89315000	253	169	chr1.88997360.89166435	21	21
O517_DA_C001PIT	O517_DA_C001PIT_hap1	chr1	88997000	89315000	253	169	chr1.89054418.89202534	121	122
O517_DA_C001PIT	O517_DA_C001PIT_hap1	chr1	88997000	89315000	253	169	chr1.89262527.89278128	8	8
O517_DA_C001PIT	O517_DA_C001PIT_hap1	chr1	88997000	89315000	253	169	chr1.89275364.89314715	19	19
O517_DA_C002DBL	O517_DA_C002DBL_hap1	chr1	88997000	89315000	251	169	chr1.88997360.89166435	21	21
O517_DA_C002DBL	O517_DA_C002DBL_hap1	chr1	88997000	89315000	251	169	chr1.89054418.89202534	121	122
O517_DA_C002DBL	O517_DA_C002DBL_hap1	chr1	88997000	89315000	251	169	chr1.89262527.89278128	8	8
O517_DA_C002DBL	O517_DA_C002DBL_hap1	chr1	88997000	89315000	251	169	chr1.89275364.89314715	19	19
191121_FD09254746	191121_FD09254746_hap1	chr1	88997000	89316000	254	170	chr1.88997360.89166435	21	21
191121_FD09254746	191121_FD09254746_hap1	chr1	88997000	89316000	254	170	chr1.89054418.89202534	122	122
191121_FD09254746	191121_FD09254746_hap1	chr1	88997000	89316000	254	170	chr1.89262527.89278128	8	8
191121_FD09254746	191121_FD09254746_hap1	chr1	88997000	89316000	254	170	chr1.89275364.89314715	19	19
O517_DA_C001KLU	O517_DA_C001KLU_hap2	chr1	88997000	89316000	250	170	chr1.88997360.89166435	21	21
O517_DA_C001KLU	O517_DA_C001KLU_hap2	chr1	88997000	89316000	250	170	chr1.89054418.89202534	122	122
O517_DA_C001KLU	O517_DA_C001KLU_hap2	chr1	88997000	89316000	250	170	chr1.89262527.89278128	8	8
O517_DA_C001KLU	O517_DA_C001KLU_hap2	chr1	88997000	89316000	250	170	chr1.89275364.89314715	19	19
O517_DA_C001KNG	O517_DA_C001KNG_hap1	chr1	88997000	89317000	251	169	chr1.88997360.89166435	20	21
O517_DA_C001KNG	O517_DA_C001KNG_hap1	chr1	88997000	89317000	251	169	chr1.89054418.89202534	122	122
O517_DA_C001KNG	O517_DA_C001KNG_hap1	chr1	88997000	89317000	251	169	chr1.89262527.89278128	8	8
O517_DA_C001KNG	O517_DA_C001KNG_hap1	chr1	88997000	89317000	251	169	chr1.89275364.89314715	19	19
O517_DA_C001KML	O517_DA_C001KML_hap2	chr1	89001000	89014000	8	4	chr1.88997360.89166435	4	21
O517_DA_C001KN6	O517_DA_C001KN6_hap2	chr1	89001000	89014000	7	3	chr1.88997360.89166435	3	21
191121_FD09254746	191121_FD09254746_hap2	chr1	89001000	89039000	24	11	chr1.88997360.89166435	11	21
191121_FD09254820	191121_FD09254820_hap1	chr1	89001000	89039000	22	9	chr1.88997360.89166435	9	21
191121_FD09254834	191121_FD09254834_hap1	chr1	89001000	89039000	22	9	chr1.88997360.89166435	9	21
191121_FD09254834	191121_FD09254834_hap2	chr1	89001000	89039000	22	9	chr1.88997360.89166435	9	21
O517_DA_C001KMO	O517_DA_C001KMO_hap1	chr1	89001000	89039000	22	9	chr1.88997360.89166435	9	21
O517_DA_C001KN2	O517_DA_C001KN2_hap2	chr1	89001000	89039000	23	10	chr1.88997360.89166435	10	21
O517_DA_C001KNH	O517_DA_C001KNH_hap2	chr1	89001000	89039000	21	9	chr1.88997360.89166435	9	21
O517_DA_C001KNE	O517_DA_C001KNE_hap2	chr1	89001000	89059000	35	19	chr1.88997360.89166435	17	21
O517_DA_C001KNE	O517_DA_C001KNE_hap2	chr1	89001000	89059000	35	19	chr1.89054418.89202534	2	122
O517_DA_C001KNJ	O517_DA_C001KNJ_hap1	chr1	89001000	89100000	66	40	chr1.88997360.89166435	16	21
O517_DA_C001KNJ	O517_DA_C001KNJ_hap1	chr1	89001000	89100000	66	40	chr1.89054418.89202534	24	122
191121_FD09254779	191121_FD09254779_hap2	chr1	89001000	89232000	206	140	chr1.88997360.89166435	18	21
191121_FD09254779	191121_FD09254779_hap2	chr1	89001000	89232000	206	140	chr1.89054418.89202534	122	122
O517_DA_C001KME	O517_DA_C001KME_hap1	chr1	89001000	89232000	206	140	chr1.88997360.89166435	18	21
O517_DA_C001KME	O517_DA_C001KME_hap1	chr1	89001000	89232000	206	140	chr1.89054418.89202534	122	122
O517_DA_C001KMJ	O517_DA_C001KMJ_hap2	chr1	89001000	89232000	206	138	chr1.88997360.89166435	16	21
O517_DA_C001KMJ	O517_DA_C001KMJ_hap2	chr1	89001000	89232000	206	138	chr1.89054418.89202534	122	122
O517_DA_C001KMZ	O517_DA_C001KMZ_hap1	chr1	89001000	89232000	207	140	chr1.88997360.89166435	18	21
O517_DA_C001KMZ	O517_DA_C001KMZ_hap1	chr1	89001000	89232000	207	140	chr1.89054418.89202534	122	122
O517_DA_C001KN9	O517_DA_C001KN9_hap1	chr1	89001000	89232000	204	142	chr1.88997360.89166435	20	21
O517_DA_C001KN9	O517_DA_C001KN9_hap1	chr1	89001000	89232000	204	142	chr1.89054418.89202534	122	122
O517_DA_C001KNK	O517_DA_C001KNK_hap2	chr1	89001000	89232000	206	140	chr1.88997360.89166435	18	21
O517_DA_C001KNK	O517_DA_C001KNK_hap2	chr1	89001000	89232000	206	140	chr1.89054418.89202534	122	122
191121_FD09254771	191121_FD09254771_hap2	chr1	89001000	89233000	208	140	chr1.88997360.89166435	18	21
191121_FD09254771	191121_FD09254771_hap2	chr1	89001000	89233000	208	140	chr1.89054418.89202534	122	122
191121_FD09254826	191121_FD09254826_hap2	chr1	89001000	89233000	205	140	chr1.88997360.89166435	18	21
191121_FD09254826	191121_FD09254826_hap2	chr1	89001000	89233000	205	140	chr1.89054418.89202534	122	122
O517_DA_C001KN3	O517_DA_C001KN3_hap2	chr1	89001000	89233000	206	140	chr1.88997360.89166435	18	21
O517_DA_C001KN3	O517_DA_C001KN3_hap2	chr1	89001000	89233000	206	140	chr1.89054418.89202534	122	122
191121_FD09254755	191121_FD09254755_hap1	chr1	89001000	89237000	209	140	chr1.88997360.89166435	18	21
191121_FD09254755	191121_FD09254755_hap1	chr1	89001000	89237000	209	140	chr1.89054418.89202534	122	122
191121_FD09254802	191121_FD09254802_hap1	chr1	89001000	89237000	206	142	chr1.88997360.89166435	20	21
191121_FD09254802	191121_FD09254802_hap1	chr1	89001000	89237000	206	142	chr1.89054418.89202534	122	122
O517_DA_C001KN2	O517_DA_C001KN2_hap1	chr1	89001000	89280000	227	147	chr1.88997360.89166435	17	21
O517_DA_C001KN2	O517_DA_C001KN2_hap1	chr1	89001000	89280000	227	147	chr1.89054418.89202534	122	122
O517_DA_C001KN2	O517_DA_C001KN2_hap1	chr1	89001000	89280000	227	147	chr1.89262527.89278128	8	8
191121_FD09254833	191121_FD09254833_hap1	chr1	89003000	89233000	207	140	chr1.88997360.89166435	18	21
191121_FD09254833	191121_FD09254833_hap1	chr1	89003000	89233000	207	140	chr1.89054418.89202534	122	122
O517_DA_C002DCZ	O517_DA_C002DCZ_hap1	chr1	89011000	89117000	68	42	chr1.88997360.89166435	12	21
O517_DA_C002DCZ	O517_DA_C002DCZ_hap1	chr1	89011000	89117000	68	42	chr1.89054418.89202534	30	122
O517_DA_C001KMA	O517_DA_C001KMA_hap1	chr1	89011000	89238000	207	137	chr1.88997360.89166435	15	21
O517_DA_C001KMA	O517_DA_C001KMA_hap1	chr1	89011000	89238000	207	137	chr1.89054418.89202534	122	122
O517_DA_C001KL2	O517_DA_C001KL2_hap1	chr1	89011000	89280000	216	142	chr1.88997360.89166435	14	21
O517_DA_C001KL2	O517_DA_C001KL2_hap1	chr1	89011000	89280000	216	142	chr1.89054418.89202534	120	122
O517_DA_C001KL2	O517_DA_C001KL2_hap1	chr1	89011000	89280000	216	142	chr1.89262527.89278128	8	8
O517_DA_C001KLH	O517_DA_C001KLH_hap2	chr1	89011000	89280000	216	137	chr1.88997360.89166435	14	21
O517_DA_C001KLH	O517_DA_C001KLH_hap2	chr1	89011000	89280000	216	137	chr1.89054418.89202534	115	122
O517_DA_C001KLH	O517_DA_C001KLH_hap2	chr1	89011000	89280000	216	137	chr1.89262527.89278128	8	8
O517_DA_C001KLL	O517_DA_C001KLL_hap1	chr1	89011000	89280000	217	142	chr1.88997360.89166435	14	21
O517_DA_C001KLL	O517_DA_C001KLL_hap1	chr1	89011000	89280000	217	142	chr1.89054418.89202534	120	122
O517_DA_C001KLL	O517_DA_C001KLL_hap1	chr1	89011000	89280000	217	142	chr1.89262527.89278128	8	8
O517_DA_C001KLL	O517_DA_C001KLL_hap2	chr1	89011000	89280000	217	142	chr1.88997360.89166435	14	21
O517_DA_C001KLL	O517_DA_C001KLL_hap2	chr1	89011000	89280000	217	142	chr1.89054418.89202534	120	122
O517_DA_C001KLL	O517_DA_C001KLL_hap2	chr1	89011000	89280000	217	142	chr1.89262527.89278128	8	8
O517_DA_C001KLP	O517_DA_C001KLP_hap2	chr1	89011000	89280000	218	141	chr1.88997360.89166435	14	21
O517_DA_C001KLP	O517_DA_C001KLP_hap2	chr1	89011000	89280000	218	141	chr1.89054418.89202534	119	122
O517_DA_C001KLP	O517_DA_C001KLP_hap2	chr1	89011000	89280000	218	141	chr1.89262527.89278128	8	8
O517_DA_C001KLW	O517_DA_C001KLW_hap2	chr1	89011000	89280000	221	143	chr1.88997360.89166435	13	21
O517_DA_C001KLW	O517_DA_C001KLW_hap2	chr1	89011000	89280000	221	143	chr1.89054418.89202534	122	122
O517_DA_C001KLW	O517_DA_C001KLW_hap2	chr1	89011000	89280000	221	143	chr1.89262527.89278128	8	8
O517_DA_C001KNT	O517_DA_C001KNT_hap1	chr1	89011000	89280000	216	139	chr1.88997360.89166435	13	21
O517_DA_C001KNT	O517_DA_C001KNT_hap1	chr1	89011000	89280000	216	139	chr1.89054418.89202534	118	122
O517_DA_C001KNT	O517_DA_C001KNT_hap1	chr1	89011000	89280000	216	139	chr1.89262527.89278128	8	8
O517_DA_C001PJ7	O517_DA_C001PJ7_hap2	chr1	89011000	89280000	219	142	chr1.88997360.89166435	14	21
O517_DA_C001PJ7	O517_DA_C001PJ7_hap2	chr1	89011000	89280000	219	142	chr1.89054418.89202534	120	122
O517_DA_C001PJ7	O517_DA_C001PJ7_hap2	chr1	89011000	89280000	219	142	chr1.89262527.89278128	8	8
O517_DA_C002DD4	O517_DA_C002DD4_hap1	chr1	89011000	89280000	207	136	chr1.88997360.89166435	13	21
O517_DA_C002DD4	O517_DA_C002DD4_hap1	chr1	89011000	89280000	207	136	chr1.89054418.89202534	115	122
O517_DA_C002DD4	O517_DA_C002DD4_hap1	chr1	89011000	89280000	207	136	chr1.89262527.89278128	8	8
191121_FD09254756	191121_FD09254756_hap2	chr1	89011000	89283000	220	144	chr1.88997360.89166435	14	21
191121_FD09254756	191121_FD09254756_hap2	chr1	89011000	89283000	220	144	chr1.89054418.89202534	122	122
191121_FD09254756	191121_FD09254756_hap2	chr1	89011000	89283000	220	144	chr1.89262527.89278128	8	8
O517_DA_C001KNG	O517_DA_C001KNG_hap2	chr1	89011000	89283000	224	148	chr1.88997360.89166435	17	21
O517_DA_C001KNG	O517_DA_C001KNG_hap2	chr1	89011000	89283000	224	148	chr1.89054418.89202534	122	122
O517_DA_C001KNG	O517_DA_C001KNG_hap2	chr1	89011000	89283000	224	148	chr1.89262527.89278128	8	8
O517_DA_C001KNG	O517_DA_C001KNG_hap2	chr1	89011000	89283000	224	148	chr1.89275364.89314715	1	19
O517_DA_C001PIV	O517_DA_C001PIV_hap2	chr1	89011000	89284000	221	144	chr1.88997360.89166435	14	21
O517_DA_C001PIV	O517_DA_C001PIV_hap2	chr1	89011000	89284000	221	144	chr1.89054418.89202534	122	122
O517_DA_C001PIV	O517_DA_C001PIV_hap2	chr1	89011000	89284000	221	144	chr1.89262527.89278128	8	8
O517_DA_C001PJ7	O517_DA_C001PJ7_hap1	chr1	89011000	89284000	220	142	chr1.88997360.89166435	14	21
O517_DA_C001PJ7	O517_DA_C001PJ7_hap1	chr1	89011000	89284000	220	142	chr1.89054418.89202534	120	122
O517_DA_C001PJ7	O517_DA_C001PJ7_hap1	chr1	89011000	89284000	220	142	chr1.89262527.89278128	8	8
O517_DA_C002DCX	O517_DA_C002DCX_hap2	chr1	89011000	89284000	227	148	chr1.88997360.89166435	17	21
O517_DA_C002DCX	O517_DA_C002DCX_hap2	chr1	89011000	89284000	227	148	chr1.89054418.89202534	122	122
O517_DA_C002DCX	O517_DA_C002DCX_hap2	chr1	89011000	89284000	227	148	chr1.89262527.89278128	8	8
O517_DA_C002DCX	O517_DA_C002DCX_hap2	chr1	89011000	89284000	227	148	chr1.89275364.89314715	1	19
O517_DA_C001KL3	O517_DA_C001KL3_hap1	chr1	89011000	89286000	217	142	chr1.88997360.89166435	14	21
O517_DA_C001KL3	O517_DA_C001KL3_hap1	chr1	89011000	89286000	217	142	chr1.89054418.89202534	120	122
