chrom	start	end	xpehh	Zscore	pval	top_region
chr22	30002674	30002675	1.16396	0.3981965975399909	0.3452426369061501	chr22_30000000_30020000
chr22	30002868	30002869	1.16039	0.3948691009726048	0.3464697473431957	chr22_30000000_30020000
chr22	30002945	30002946	1.16039	0.3948691009726048	0.3464697473431957	chr22_30000000_30020000
chr22	30003010	30003011	1.1889	0.4214424699183127	0.3367160061830375	chr22_30000000_30020000
chr22	30003060	30003061	1.1821	0.4151043812185295	0.3390327461542207	chr22_30000000_30020000
chr22	30003095	30003096	1.1821	0.4151043812185295	0.3390327461542207	chr22_30000000_30020000
chr22	30003249	30003250	1.16253	0.3968637347693012	0.345733974106807	chr22_30000000_30020000
chr22	30003344	30003345	1.18217	0.4151696262492626	0.339008866137549	chr22_30000000_30020000
chr22	30003427	30003428	1.07946	0.3194365247265108	0.3746977588509352	chr22_30000000_30020000
chr22	30003517	30003518	1.04132	0.2838873036956689	0.3882483732866433	chr22_30000000_30020000
chr22	30003524	30003525	1.04132	0.2838873036956689	0.3882483732866433	chr22_30000000_30020000
chr22	30003574	30003575	1.04132	0.2838873036956689	0.3882483732866433	chr22_30000000_30020000
chr22	30003577	30003578	1.04132	0.2838873036956689	0.3882483732866433	chr22_30000000_30020000
chr22	30003786	30003787	1.04132	0.2838873036956689	0.3882483732866433	chr22_30000000_30020000
chr22	30003789	30003790	1.04132	0.2838873036956689	0.3882483732866433	chr22_30000000_30020000
chr22	30003874	30003875	1.04132	0.2838873036956689	0.3882483732866433	chr22_30000000_30020000
chr22	30004016	30004017	1.04132	0.2838873036956689	0.3882483732866433	chr22_30000000_30020000
chr22	30004073	30004074	1.04132	0.2838873036956689	0.3882483732866433	chr22_30000000_30020000
chr22	30004123	30004124	1.04132	0.2838873036956689	0.3882483732866433	chr22_30000000_30020000
chr22	30004194	30004195	1.04132	0.2838873036956689	0.3882483732866433	chr22_30000000_30020000
chr22	30004229	30004230	1.04132	0.2838873036956689	0.3882483732866433	chr22_30000000_30020000
chr22	30004235	30004236	1.04132	0.2838873036956689	0.3882483732866433	chr22_30000000_30020000
chr22	30004261	30004262	1.04132	0.2838873036956689	0.3882483732866433	chr22_30000000_30020000
chr22	30004298	30004299	1.04132	0.2838873036956689	0.3882483732866433	chr22_30000000_30020000
chr22	30004299	30004300	1.04132	0.2838873036956689	0.3882483732866433	chr22_30000000_30020000
chr22	30004331	30004332	1.04132	0.2838873036956689	0.3882483732866433	chr22_30000000_30020000
chr22	30004364	30004365	1.04132	0.2838873036956689	0.3882483732866433	chr22_30000000_30020000
chr22	30004391	30004392	1.07519	0.3154565778517941	0.3762075075129706	chr22_30000000_30020000
chr22	30004448	30004449	1.02131	0.2652365456246897	0.3954136217134767	chr22_30000000_30020000
chr22	30004500	30004501	1.01755	0.2617319554024567	0.3967640511145445	chr22_30000000_30020000
chr22	30004501	30004502	1.06044	0.3017085178044706	0.3814371372188343	chr22_30000000_30020000
chr22	30004542	30004543	1.06044	0.3017085178044706	0.3814371372188343	chr22_30000000_30020000
chr22	30004563	30004564	1.06044	0.3017085178044706	0.3814371372188343	chr22_30000000_30020000
chr22	30004651	30004652	1.04497	0.2872893660124642	0.3869453821616954	chr22_30000000_30020000
chr22	30004711	30004712	1.10086	0.3393828626934748	0.3671606634600364	chr22_30000000_30020000
chr22	30004761	30004762	1.07898	0.3189891302300555	0.3748673776893078	chr22_30000000_30020000
chr22	30004825	30004826	1.07898	0.3189891302300555	0.3748673776893078	chr22_30000000_30020000
chr22	30004871	30004872	1.00179	0.247042502768842	0.4024376654011896	chr22_30000000_30020000
chr22	30004946	30004947	1.68706	0.8857633914894755	0.1878725203611952	chr22_30000000_30020000
chr22	30005055	30005056	1.68706	0.8857633914894755	0.1878725203611952	chr22_30000000_30020000
chr22	30005237	30005238	2.00121	1.178573768700775	0.1192839709615974	chr22_30000000_30020000
chr22	30005403	30005404	1.62511	0.828021539290717	0.2038291508591493	chr22_30000000_30020000
chr22	30005411	30005412	1.62511	0.828021539290717	0.2038291508591493	chr22_30000000_30020000
chr22	30005486	30005487	1.62511	0.828021539290717	0.2038291508591493	chr22_30000000_30020000
chr22	30005573	30005574	1.62511	0.828021539290717	0.2038291508591493	chr22_30000000_30020000
chr22	30005580	30005581	1.62511	0.828021539290717	0.2038291508591493	chr22_30000000_30020000
chr22	30005618	30005619	1.60202	0.8064999998674832	0.2099773040486027	chr22_30000000_30020000
chr22	30005666	30005667	1.7498	0.94424158046365	0.1725231057423697	chr22_30000000_30020000
chr22	30005773	30005774	1.65418	0.8551168684822893	0.1962432260030314	chr22_30000000_30020000
chr22	30005785	30005786	1.46758	0.6811922579853026	0.24787492308956	chr22_30000000_30020000
chr22	30005803	30005804	1.50175	0.7130411537017121	0.2379101458339391	chr22_30000000_30020000
chr22	30005842	30005843	1.50842	0.7192580730587053	0.2359909619182473	chr22_30000000_30020000
chr22	30005846	30005847	1.50317	0.7143646957537255	0.2375008483267305	chr22_30000000_30020000
chr22	30005849	30005850	1.54538	0.753707449285761	0.2255124539293451	chr22_30000000_30020000
chr22	30005926	30005927	1.42305	0.6396870977203998	0.2611880225996911	chr22_30000000_30020000
chr22	30006084	30006085	1.41231	0.6296766458622132	0.2644530826906565	chr22_30000000_30020000
chr22	30006120	30006121	1.44244	0.6577599712334575	0.2553461897846073	chr22_30000000_30020000
chr22	30006300	30006301	1.43228	0.6482901210584877	0.2583986611744282	chr22_30000000_30020000
chr22	30006412	30006413	1.43228	0.6482901210584877	0.2583986611744282	chr22_30000000_30020000
chr22	30006466	30006467	1.43228	0.6482901210584877	0.2583986611744282	chr22_30000000_30020000
chr22	30006499	30006500	1.43228	0.6482901210584877	0.2583986611744282	chr22_30000000_30020000
chr22	30006505	30006506	1.43228	0.6482901210584877	0.2583986611744282	chr22_30000000_30020000
chr22	30006513	30006514	1.45199	0.6666612575691822	0.2524942654754415	chr22_30000000_30020000
chr22	30006617	30006618	1.41091	0.6283717452475521	0.2648802209973859	chr22_30000000_30020000
chr22	30006644	30006645	1.41091	0.6283717452475521	0.2648802209973859	chr22_30000000_30020000
chr22	30006656	30006657	1.41091	0.6283717452475521	0.2648802209973859	chr22_30000000_30020000
chr22	30006760	30006761	1.42304	0.6396777770017238	0.2611910530292962	chr22_30000000_30020000
chr22	30006796	30006797	1.39581	0.6142974600465632	0.2695093903340895	chr22_30000000_30020000
chr22	30006883	30006884	1.39581	0.6142974600465632	0.2695093903340895	chr22_30000000_30020000
chr22	30007055	30007056	1.39581	0.6142974600465632	0.2695093903340895	chr22_30000000_30020000
chr22	30007158	30007159	1.39581	0.6142974600465632	0.2695093903340895	chr22_30000000_30020000
chr22	30007289	30007290	1.39581	0.6142974600465632	0.2695093903340895	chr22_30000000_30020000
chr22	30007317	30007318	1.39581	0.6142974600465632	0.2695093903340895	chr22_30000000_30020000
chr22	30007361	30007362	1.39581	0.6142974600465632	0.2695093903340895	chr22_30000000_30020000
chr22	30007639	30007640	1.39581	0.6142974600465632	0.2695093903340895	chr22_30000000_30020000
chr22	30007738	30007739	1.39581	0.6142974600465632	0.2695093903340895	chr22_30000000_30020000
chr22	30007779	30007780	1.33772	0.5601534052567992	0.2876874028796318	chr22_30000000_30020000
chr22	30007811	30007812	1.39464	0.6132069359614536	0.2698697595938554	chr22_30000000_30020000
chr22	30007819	30007820	1.39464	0.6132069359614536	0.2698697595938554	chr22_30000000_30020000
chr22	30007918	30007919	1.39464	0.6132069359614536	0.2698697595938554	chr22_30000000_30020000
chr22	30007919	30007920	1.39464	0.6132069359614536	0.2698697595938554	chr22_30000000_30020000
chr22	30007942	30007943	1.39464	0.6132069359614536	0.2698697595938554	chr22_30000000_30020000
chr22	30007951	30007952	1.38807	0.6070832237912219	0.2718978414606087	chr22_30000000_30020000
chr22	30008006	30008007	1.55398	0.7617232673472513	0.2231125927548914	chr22_30000000_30020000
chr22	30008142	30008143	1.50644	0.7174125707608272	0.2365597826626845	chr22_30000000_30020000
chr22	30008202	30008203	1.53522	0.7442375991107912	0.2283663725123986	chr22_30000000_30020000
chr22	30008264	30008265	1.5034	0.7145790722832772	0.2374345900504427	chr22_30000000_30020000
chr22	30008392	30008393	1.5034	0.7145790722832772	0.2374345900504427	chr22_30000000_30020000
chr22	30008448	30008449	1.5034	0.7145790722832772	0.2374345900504427	chr22_30000000_30020000
chr22	30008480	30008481	1.5034	0.7145790722832772	0.2374345900504427	chr22_30000000_30020000
chr22	30008482	30008483	1.5034	0.7145790722832772	0.2374345900504427	chr22_30000000_30020000
chr22	30008502	30008503	1.5034	0.7145790722832772	0.2374345900504427	chr22_30000000_30020000
chr22	30008524	30008525	1.5034	0.7145790722832772	0.2374345900504427	chr22_30000000_30020000
chr22	30008540	30008541	1.5034	0.7145790722832772	0.2374345900504427	chr22_30000000_30020000
chr22	30008546	30008547	1.45726	0.6715732763115142	0.250927697913723	chr22_30000000_30020000
chr22	30008557	30008558	1.63295	0.8353289827328196	0.2017662516237253	chr22_30000000_30020000
chr22	30008595	30008596	1.56795	0.774744311337835	0.2192453808427067	chr22_30000000_30020000
chr22	30008610	30008611	1.55079	0.7587499580895589	0.2240010728969294	chr22_30000000_30020000
chr22	30008631	30008632	1.55079	0.7587499580895589	0.2240010728969294	chr22_30000000_30020000
chr22	30008651	30008652	1.54797	0.7561215154228844	0.2247881716368726	chr22_30000000_30020000
chr22	30008663	30008664	1.6591	0.8597026620709559	0.1949764834882766	chr22_30000000_30020000
chr22	30008734	30008735	1.64203	0.8437921952907654	0.1993927687789006	chr22_30000000_30020000
chr22	30008758	30008759	1.64126	0.8430744999527016	0.1995933896098621	chr22_30000000_30020000
chr22	30008764	30008765	1.64546	0.8469892017966851	0.1985005701260609	chr22_30000000_30020000
chr22	30008828	30008829	1.65764	0.8583418371442377	0.1953518669967043	chr22_30000000_30020000
chr22	30008873	30008874	1.65764	0.8583418371442377	0.1953518669967043	chr22_30000000_30020000
chr22	30008905	30008906	1.65764	0.8583418371442377	0.1953518669967043	chr22_30000000_30020000
chr22	30008964	30008965	1.65764	0.8583418371442377	0.1953518669967043	chr22_30000000_30020000
chr22	30009161	30009162	1.67455	0.87410317242561	0.1910310350001442	chr22_30000000_30020000
chr22	30009185	30009186	1.40576	0.6235715751293338	0.2664544914839208	chr22_30000000_30020000
chr22	30009237	30009238	1.41153	0.6289496298054733	0.264691016495567	chr22_30000000_30020000
chr22	30009459	30009460	1.39226	0.6109886049165295	0.2706035620865322	chr22_30000000_30020000
chr22	30009488	30009489	1.40517	0.623021652727441	0.2666351465147021	chr22_30000000_30020000
chr22	30009489	30009490	1.38555	0.6047344026848318	0.2726777427820795	chr22_30000000_30020000
chr22	30009511	30009512	1.38555	0.6047344026848318	0.2726777427820795	chr22_30000000_30020000
chr22	30009591	30009592	1.38555	0.6047344026848318	0.2726777427820795	chr22_30000000_30020000
chr22	30009749	30009750	1.38555	0.6047344026848318	0.2726777427820795	chr22_30000000_30020000
chr22	30009831	30009832	1.38555	0.6047344026848318	0.2726777427820795	chr22_30000000_30020000
chr22	30009936	30009937	1.38555	0.6047344026848318	0.2726777427820795	chr22_30000000_30020000
chr22	30009993	30009994	1.44767	0.6626347071010849	0.2537822681003169	chr22_30000000_30020000
chr22	30010021	30010022	1.28607	0.5120118932944767	0.3043213429271152	chr22_30000000_30020000
chr22	30010135	30010136	1.28607	0.5120118932944767	0.3043213429271152	chr22_30000000_30020000
chr22	30010205	30010206	1.28607	0.5120118932944767	0.3043213429271152	chr22_30000000_30020000
chr22	30010239	30010240	1.28607	0.5120118932944767	0.3043213429271152	chr22_30000000_30020000
chr22	30010286	30010287	1.28607	0.5120118932944767	0.3043213429271152	chr22_30000000_30020000
chr22	30010292	30010293	1.28607	0.5120118932944767	0.3043213429271152	chr22_30000000_30020000
chr22	30010366	30010367	1.28607	0.5120118932944767	0.3043213429271152	chr22_30000000_30020000
chr22	30010390	30010391	1.26685	0.4940974719989136	0.3106186715756306	chr22_30000000_30020000
chr22	30010572	30010573	1.29551	0.5208106517247637	0.3012493410566428	chr22_30000000_30020000
chr22	30010588	30010589	1.29551	0.5208106517247637	0.3012493410566428	chr22_30000000_30020000
chr22	30010623	30010624	1.29551	0.5208106517247637	0.3012493410566428	chr22_30000000_30020000
chr22	30010675	30010676	1.30775	0.5322192113843731	0.2972870893301307	chr22_30000000_30020000
chr22	30010702	30010703	1.2969	0.5221062316207488	0.3007981839490487	chr22_30000000_30020000
chr22	30010869	30010870	1.2969	0.5221062316207488	0.3007981839490487	chr22_30000000_30020000
chr22	30010894	30010895	1.2969	0.5221062316207488	0.3007981839490487	chr22_30000000_30020000
chr22	30010897	30010898	1.2969	0.5221062316207488	0.3007981839490487	chr22_30000000_30020000
chr22	30010936	30010937	1.2969	0.5221062316207488	0.3007981839490487	chr22_30000000_30020000
chr22	30011029	30011030	1.2969	0.5221062316207488	0.3007981839490487	chr22_30000000_30020000
chr22	30011071	30011072	1.2969	0.5221062316207488	0.3007981839490487	chr22_30000000_30020000
chr22	30011224	30011225	1.37179	0.5919090937864474	0.2769557319809967	chr22_30000000_30020000
chr22	30011269	30011270	1.34119	0.5633876946374239	0.2865854572947983	chr22_30000000_30020000
chr22	30011283	30011284	1.72906	0.9249104099293118	0.1775062556231034	chr22_30000000_30020000
chr22	30011347	30011348	1.48004	0.6928058734557873	0.2442156928857843	chr22_30000000_30020000
chr22	30011374	30011375	1.54477	0.7531388854465159	0.2256832297707325	chr22_30000000_30020000
chr22	30011398	30011399	1.70643	0.9038176235651808	0.1830460575873669	chr22_30000000_30020000
chr22	30011454	30011455	1.62436	0.8273224853900056	0.204027151215573	chr22_30000000_30020000
chr22	30011489	30011490	1.61046	0.8143666864301551	0.2077174585838521	chr22_30000000_30020000
chr22	30011662	30011663	1.78897	0.9807508355181352	0.1633578141751621	chr22_30000000_30020000
chr22	30011826	30011827	1.56158	0.7688070135411265	0.2210039423505789	chr22_30000000_30020000
chr22	30011861	30011862	1.56158	0.7688070135411265	0.2210039423505789	chr22_30000000_30020000
chr22	30011909	30011910	1.60745	0.8115611501086335	0.2085217456002401	chr22_30000000_30020000
chr22	30011939	30011940	1.5638	0.7708762130872322	0.2203901538187622	chr22_30000000_30020000
chr22	30011970	30011971	1.5638	0.7708762130872322	0.2203901538187622	chr22_30000000_30020000
chr22	30011996	30011997	1.5638	0.7708762130872322	0.2203901538187622	chr22_30000000_30020000
chr22	30012156	30012157	1.56251	0.7696738403780087	0.2207466957225595	chr22_30000000_30020000
chr22	30012179	30012180	1.57488	0.781203569380408	0.2173413873632434	chr22_30000000_30020000
chr22	30012300	30012301	1.56049	0.7677910552054259	0.2213056647432909	chr22_30000000_30020000
chr22	30012615	30012616	1.56049	0.7677910552054259	0.2213056647432909	chr22_30000000_30020000
chr22	30012621	30012622	1.56049	0.7677910552054259	0.2213056647432909	chr22_30000000_30020000
chr22	30012653	30012654	1.56049	0.7677910552054259	0.2213056647432909	chr22_30000000_30020000
chr22	30012720	30012721	1.53456	0.7436224316781651	0.2285524642946143	chr22_30000000_30020000
chr22	30012817	30012818	1.43226	0.6482714796211355	0.2584046885662664	chr22_30000000_30020000
chr22	30012824	30012825	1.43226	0.6482714796211355	0.2584046885662664	chr22_30000000_30020000
chr22	30012831	30012832	1.4202	0.6370306928976966	0.2620524256644392	chr22_30000000_30020000
chr22	30012906	30012907	1.44722	0.662215274760658	0.2539166331376085	chr22_30000000_30020000
chr22	30012952	30012953	1.44722	0.662215274760658	0.2539166331376085	chr22_30000000_30020000
chr22	30012993	30012994	1.44524	0.6603697724627802	0.2545082825517651	chr22_30000000_30020000
chr22	30013037	30013038	1.45019	0.6649835282074751	0.2530305142901257	chr22_30000000_30020000
chr22	30013088	30013089	1.45019	0.6649835282074751	0.2530305142901257	chr22_30000000_30020000
chr22	30013114	30013115	1.45019	0.6649835282074751	0.2530305142901257	chr22_30000000_30020000
chr22	30013187	30013188	1.45019	0.6649835282074751	0.2530305142901257	chr22_30000000_30020000
chr22	30013192	30013193	1.45019	0.6649835282074751	0.2530305142901257	chr22_30000000_30020000
chr22	30013216	30013217	1.45019	0.6649835282074751	0.2530305142901257	chr22_30000000_30020000
chr22	30013230	30013231	1.45019	0.6649835282074751	0.2530305142901257	chr22_30000000_30020000
chr22	30013307	30013308	1.45019	0.6649835282074751	0.2530305142901257	chr22_30000000_30020000
chr22	30013323	30013324	1.45019	0.6649835282074751	0.2530305142901257	chr22_30000000_30020000
chr22	30013377	30013378	1.45019	0.6649835282074751	0.2530305142901257	chr22_30000000_30020000
chr22	30013423	30013424	1.45019	0.6649835282074751	0.2530305142901257	chr22_30000000_30020000
chr22	30013661	30013662	1.45019	0.6649835282074751	0.2530305142901257	chr22_30000000_30020000
chr22	30013773	30013774	1.45916	0.6733442128599829	0.2503641655176239	chr22_30000000_30020000
chr22	30013864	30013865	1.44633	0.6613857307984805	0.2541824872223247	chr22_30000000_30020000
chr22	30013874	30013875	1.44633	0.6613857307984805	0.2541824872223247	chr22_30000000_30020000
chr22	30013920	30013921	1.44633	0.6613857307984805	0.2541824872223247	chr22_30000000_30020000
chr22	30014025	30014026	1.44633	0.6613857307984805	0.2541824872223247	chr22_30000000_30020000
chr22	30014076	30014077	1.44633	0.6613857307984805	0.2541824872223247	chr22_30000000_30020000
chr22	30014093	30014094	1.44633	0.6613857307984805	0.2541824872223247	chr22_30000000_30020000
chr22	30014119	30014120	1.44633	0.6613857307984805	0.2541824872223247	chr22_30000000_30020000
chr22	30014129	30014130	1.44633	0.6613857307984805	0.2541824872223247	chr22_30000000_30020000
chr22	30014165	30014166	1.44633	0.6613857307984805	0.2541824872223247	chr22_30000000_30020000
chr22	30014241	30014242	1.48115	0.69384047322884	0.2438911288444674	chr22_30000000_30020000
chr22	30014345	30014346	1.40364	0.6215955827699898	0.2671039131500066	chr22_30000000_30020000
chr22	30014413	30014414	1.42303	0.6396684562830476	0.2611940834769697	chr22_30000000_30020000
chr22	30014450	30014451	1.43346	0.6493899658622736	0.2580431740259705	chr22_30000000_30020000
chr22	30014468	30014469	1.41666	0.6337311584863391	0.2631281434077551	chr22_30000000_30020000
chr22	30014597	30014598	1.41666	0.6337311584863391	0.2631281434077551	chr22_30000000_30020000
chr22	30014714	30014715	1.41666	0.6337311584863391	0.2631281434077551	chr22_30000000_30020000
chr22	30014759	30014760	1.41666	0.6337311584863391	0.2631281434077551	chr22_30000000_30020000
chr22	30014839	30014840	1.41666	0.6337311584863391	0.2631281434077551	chr22_30000000_30020000
chr22	30014876	30014877	1.41666	0.6337311584863391	0.2631281434077551	chr22_30000000_30020000
chr22	30014891	30014892	1.41666	0.6337311584863391	0.2631281434077551	chr22_30000000_30020000
chr22	30014981	30014982	1.41666	0.6337311584863391	0.2631281434077551	chr22_30000000_30020000
chr22	30015107	30015108	1.41666	0.6337311584863391	0.2631281434077551	chr22_30000000_30020000
chr22	30015124	30015125	1.41666	0.6337311584863391	0.2631281434077551	chr22_30000000_30020000
chr22	30015166	30015167	1.41666	0.6337311584863391	0.2631281434077551	chr22_30000000_30020000
chr22	30015167	30015168	1.41666	0.6337311584863391	0.2631281434077551	chr22_30000000_30020000
chr22	30015239	30015240	1.41666	0.6337311584863391	0.2631281434077551	chr22_30000000_30020000
chr22	30015267	30015268	1.41666	0.6337311584863391	0.2631281434077551	chr22_30000000_30020000
chr22	30015418	30015419	1.41666	0.6337311584863391	0.2631281434077551	chr22_30000000_30020000
chr22	30015425	30015426	1.41666	0.6337311584863391	0.2631281434077551	chr22_30000000_30020000
chr22	30015472	30015473	1.3605	0.5813860024010723	0.2804901646258783	chr22_30000000_30020000
chr22	30015484	30015485	1.39902	0.6172894107416078	0.2685219250727798	chr22_30000000_30020000
chr22	30015570	30015571	1.39902	0.6172894107416078	0.2685219250727798	chr22_30000000_30020000
chr22	30015797	30015798	1.39902	0.6172894107416078	0.2685219250727798	chr22_30000000_30020000
chr22	30015881	30015882	1.39902	0.6172894107416078	0.2685219250727798	chr22_30000000_30020000
chr22	30015955	30015956	1.39902	0.6172894107416078	0.2685219250727798	chr22_30000000_30020000
chr22	30015966	30015967	1.39902	0.6172894107416078	0.2685219250727798	chr22_30000000_30020000
chr22	30016103	30016104	1.39902	0.6172894107416078	0.2685219250727798	chr22_30000000_30020000
chr22	30016141	30016142	1.39902	0.6172894107416078	0.2685219250727798	chr22_30000000_30020000
chr22	30016221	30016222	1.39902	0.6172894107416078	0.2685219250727798	chr22_30000000_30020000
chr22	30016230	30016231	1.57766	0.7837947291723781	0.2165802835620389	chr22_30000000_30020000
chr22	30016278	30016279	1.52549	0.7351685398388959	0.2311184281568983	chr22_30000000_30020000
chr22	30016341	30016342	1.48887	0.7010360680468289	0.2416402532444306	chr22_30000000_30020000
chr22	30016344	30016345	1.53282	0.7420006266285148	0.229043477965261	chr22_30000000_30020000
chr22	30016475	30016476	1.60917	0.8131643137209315	0.2080619283906801	chr22_30000000_30020000
chr22	30016479	30016480	1.57886	0.7849132154135162	0.2162522265700042	chr22_30000000_30020000
chr22	30016513	30016514	1.57886	0.7849132154135162	0.2162522265700042	chr22_30000000_30020000
